NUM_CERTIFICADO|TASA_INTERES_ANTERIOR|TASA_POOL_ANTERIOR|TASA_INTERES_NUEVA|TASA_POOL_NUEVA|FECHA_CAMBIO_TASA|USUARIO_CAMBIO_TASA
AA2528063FP0|9.45|11|9.45|11|20260302|USERVINPUTTER01
AA25280W5L3F|8.55|11|8.55|11|20260302|USERVINPUTTER01
AA25280WJ0V1|4.03|5.35|2.88|4.2|20260302|USERVINPUTTER01
AA252806PRSC|5|10|5.01|10.01|20260302|USERVINPUTTER01
AA25280VYDB3|0.46|1.1|3.56|4.2|20260302|USERVINPUTTER01
AA25280XCWTN|7.36|10.9|7.36|10.9|20260302|USERVINPUTTER01
AA25280XD4HD|5.25|5.35|4.1|4.2|20260302|USERVINPUTTER01
AA25280XF9TD|1|4|7.01|10.01|20260302|USERVINPUTTER01
AA252800DS9R|4.9|10.9|4.9|10.9|20260302|USERVINPUTTER01
AA25280VN0JQ|8.35|12.7|4.5|8.85|20260302|USERVINPUTTER01
AA25280VNRL7|9|10.65|7.2|8.85|20260302|USERVINPUTTER01
AA25280XKS3X|6.7|10.5|6.21|10.01|20260302|USERVINPUTTER01
AA25276TWMTL|6.83|11|6.83|11|20260302|USERVINPUTTER01
AA25280XZJXH|2.73|10.9|2.73|10.9|20260302|USERVINPUTTER01
AA252806GH7L|8.45|10.5|7.96|10.01|20260302|USERVINPUTTER01
AA25280WFJWQ|7.3|11.35|4.8|8.85|20260302|USERVINPUTTER01
AA25280XGN2Y|3.7|4.5|3.7|4.5|20260302|USERVINPUTTER01
AA25280XLPZB|7.5|11.35|5|8.85|20260302|USERVINPUTTER01
AA2528068Q14|8.45|10.9|8.45|10.9|20260302|USERVINPUTTER01
AA252806G9FV|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA25280VP6SQ|0.46|0|4.66|4.2|20260302|USERVINPUTTER01
AA25280WS7WC|5.25|5.35|4.1|4.2|20260302|USERVINPUTTER01
AA25280WX88H|2.63|8.7|2.78|8.85|20260302|USERVINPUTTER01
AA252805Y7Q1|5.5|12.7|1.65|8.85|20260302|USERVINPUTTER01
AA25280X1RQG|2.5|7.85|3.5|8.85|20260302|USERVINPUTTER01
AA25280XLJJ5|8.3|10.5|6.65|8.85|20260302|USERVINPUTTER01
AA252806P49J|2|5.75|0.65|4.4|20260302|USERVINPUTTER01
AA25280W4KBS|8.1|10.5|6.45|8.85|20260302|USERVINPUTTER01
AA25280WT2KT|6.98|10.65|5.18|8.85|20260302|USERVINPUTTER01
AA25280XVZ5J|3|5.75|1.65|4.4|20260302|USERVINPUTTER01
AA25280XMYRP|4.15|5.5|3.05|4.4|20260302|USERVINPUTTER01
AA252806K55C|8|8.3|8.55|8.85|20260302|USERVINPUTTER01
AA252806H45C|5.4|10.9|5.4|10.9|20260302|USERVINPUTTER01
AA252806FH3Z|9.5|11.35|7|8.85|20260302|USERVINPUTTER01
AA25280XY9HM|2.5|6.9|4.45|8.85|20260302|USERVINPUTTER01
AA25280WFL25|7.9|11|7.9|11|20260302|USERVINPUTTER01
AA252805XY4Y|4.25|4.45|4.25|4.45|20260302|USERVINPUTTER01
AA252806DF0G|2.94|8|3.79|8.85|20260302|USERVINPUTTER01
AA25280XB5NX|7|12.7|4.31|10.01|20260302|USERVINPUTTER01
AA25280XKMGZ|3|5.75|1.65|4.4|20260302|USERVINPUTTER01
AA25276VTR71|6.83|11|6.83|11|20260302|USERVINPUTTER01
AA2528069XRC|10.45|11|10.45|11|20260302|USERVINPUTTER01
AA25280XD69F|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA25280XM44M|8.5|11.35|6|8.85|20260302|USERVINPUTTER01
AA25280W7Q4T|7|11|7|11|20260302|USERVINPUTTER01
AA25280WQWYH|5|7.9|5.95|8.85|20260302|USERVINPUTTER01
AA25280XL8M5|2.7|4.5|2.7|4.5|20260302|USERVINPUTTER01
AA2528060GQ8|3|12.7|0.31|10.01|20260302|USERVINPUTTER01
AA25280RRLJZ|2.5|6.9|4.45|8.85|20260302|USERVINPUTTER01
AA25280WW7GK|6.55|11.35|4.05|8.85|20260302|USERVINPUTTER01
AA25280XVP86|5.7|10.5|5.21|10.01|20260302|USERVINPUTTER01
AA2528061FKP|8|11.35|5.5|8.85|20260302|USERVINPUTTER01
AA25280VY7FQ|2.5|5.75|1.15|4.4|20260302|USERVINPUTTER01
AA25280W74T0|2.7|7.7|3.85|8.85|20260302|USERVINPUTTER01
AA25280X5R9L|7|12.7|3.15|8.85|20260302|USERVINPUTTER01
AA25280Y3RQQ|8.46|12|4.38|7.92|20260302|USERVINPUTTER01
AA252806678V|4.15|5.55|3|4.4|20260302|USERVINPUTTER01
AA25280680ZN|7|11.5|5.51|10.01|20260302|USERVINPUTTER01
AA25280WF48F|0.46|1.66|3|4.2|20260302|USERVINPUTTER01
AA252800D2B9|2|3|3.2|4.2|20260302|USERVINPUTTER01
AA25280VNWK3|5.55|10.9|5.55|10.9|20260302|USERVINPUTTER01
AA25280W25R7|2.5|12.7|0|10.01|20260302|USERVINPUTTER01
AA25280X10JM|8.45|10.9|8.45|10.9|20260302|USERVINPUTTER01
AA25280VY6V9|3|7.85|4|8.85|20260302|USERVINPUTTER01
AA25280VYWT7|3|5.4|2|4.4|20260302|USERVINPUTTER01
AA25280X4V9J|8.8|11.35|6.3|8.85|20260302|USERVINPUTTER01
AA25280XCN1R|5|11.35|2.5|8.85|20260302|USERVINPUTTER01
AA2528067XH6|2.5|6.9|4.45|8.85|20260302|USERVINPUTTER01
AA25280RTTHM|5.25|5.35|4.1|4.2|20260302|USERVINPUTTER01
AA25280W22TB|7.03|11.7|4.06|8.73|20260302|USERVINPUTTER01
AA25280X0DJQ|7.7|11|7.7|11|20260302|USERVINPUTTER01
AA25280X4LGG|5.2|12.7|2.51|10.01|20260302|USERVINPUTTER01
AA25280XSZ35|5|8|5.85|8.85|20260302|USERVINPUTTER01
AA25280WG2Z8|2.5|7.7|3.65|8.85|20260302|USERVINPUTTER01
AA25280WNM5D|10.35|11.35|7.85|8.85|20260302|USERVINPUTTER01
AA25280WTYCZ|3.75|7.85|4.75|8.85|20260302|USERVINPUTTER01
AA25280XLBB1|2.5|10|2.51|10.01|20260302|USERVINPUTTER01
AA25280W9CWM|2.7|8|3.55|8.85|20260302|USERVINPUTTER01
AA25280VY9S5|10.01|10.11|10.01|10.11|20260302|USERVINPUTTER01
AA25280WMVZJ|7.35|11|7.35|11|20260302|USERVINPUTTER01
AA2528095352|5|11.35|2.5|8.85|20260302|USERVINPUTTER01
AA252805ZXWD|10.75|8.15|11.6|9|20260302|USERVINPUTTER01
AA25280VZVPP|5.7|10.9|5.7|10.9|20260302|USERVINPUTTER01
AA25280RS75B|5.56|11.35|3.06|8.85|20260302|USERVINPUTTER01
AA25280WLR4Z|8.3|8|9.15|8.85|20260302|USERVINPUTTER01
AA25280WLZ8L|1|3|2.2|4.2|20260302|USERVINPUTTER01
AA25280966SZ|5.7|10.5|5.21|10.01|20260302|USERVINPUTTER01
AA25280WR4M2|2.5|7.85|3.5|8.85|20260302|USERVINPUTTER01
AA25280WYNYZ|6.8|10.5|5.15|8.85|20260302|USERVINPUTTER01
AA25280WXPZK|2.5|4.6|6.75|8.85|20260302|USERVINPUTTER01
AA252806L3Y4|1.65|4.45|1.65|4.45|20260302|USERVINPUTTER01
AA252800GLM7|0.4|10.9|0.4|10.9|20260302|USERVINPUTTER01
AA252804B9YB|2.5|5.75|1.15|4.4|20260302|USERVINPUTTER01
AA252802NFNP|7|6.9|8.95|8.85|20260302|USERVINPUTTER01
AA252802KY5Y|6.83|10.5|5.18|8.85|20260302|USERVINPUTTER01
AA2528073W7J|4|11.5|2.51|10.01|20260302|USERVINPUTTER01
AA252804G54G|0.85|2.7|2.35|4.2|20260302|USERVINPUTTER01
AA252804GGR0|6.98|10.65|5.18|8.85|20260302|USERVINPUTTER01
AA2528050F6N|4.75|11.5|3.26|10.01|20260302|USERVINPUTTER01
AA2528072VBB|3.9|10.9|3.9|10.9|20260302|USERVINPUTTER01
AA252802PGQP|8.7|11|8.7|11|20260302|USERVINPUTTER01
AA252809ZY9B|3.9|10.9|3.9|10.9|20260302|USERVINPUTTER01
AA25280B1RGX|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA2528028RRW|5.2|10.9|5.2|10.9|20260302|USERVINPUTTER01
AA252802FWGX|1|1.83|3.37|4.2|20260302|USERVINPUTTER01
AA252802C71W|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA252807JPCC|5.7|10.5|5.21|10.01|20260302|USERVINPUTTER01
AA252804CWHX|0.36|0|4.56|4.2|20260302|USERVINPUTTER01
AA26001K59YW|5.5|4.5|5.5|4.5|20260302|USERVINPUTTER01
AA252801VHN2|5.16|8.7|6.47|10.01|20260302|USERVINPUTTER01
AA252802J7VN|8.11|10.65|6.31|8.85|20260302|USERVINPUTTER01
AA252802LS5N|4.17|5.35|3.02|4.2|20260302|USERVINPUTTER01
AA252804MRNR|5.4|10.9|5.4|10.9|20260302|USERVINPUTTER01
AA25280721B3|2|5.55|0.85|4.4|20260302|USERVINPUTTER01
AA26001MGVFC|12|11|12|11|20260302|USERVINPUTTER01
AA2528026RC1|10.45|10.9|10.45|10.9|20260302|USERVINPUTTER01
AA2528074W1M|3.3|5.75|1.95|4.4|20260302|USERVINPUTTER01
AA25280530WQ|5.8|11.35|3.3|8.85|20260302|USERVINPUTTER01
AA252809PHNF|10.5|10.5|8.85|8.85|20260302|USERVINPUTTER01
AA252804B21D|10|12.7|6.15|8.85|20260302|USERVINPUTTER01
AA2528054XTR|3|5.75|1.65|4.4|20260302|USERVINPUTTER01
AA2528085QM7|4.85|5.35|3.7|4.2|20260302|USERVINPUTTER01
AA2528050YWM|2.5|7.9|3.45|8.85|20260302|USERVINPUTTER01
AA252805BJ17|4.1|4.4|4.1|4.4|20260302|USERVINPUTTER01
AA2528029TY9|10.25|11.35|7.75|8.85|20260302|USERVINPUTTER01
AA2528083W3Q|11.45|11.7|8.48|8.73|20260302|USERVINPUTTER01
AA252809J8GY|0.38|1|3.58|4.2|20260302|USERVINPUTTER01
AA252809N5GC|11.86|10.11|11.86|10.11|20260302|USERVINPUTTER01
AA252807BF4G|6|11.5|4.51|10.01|20260302|USERVINPUTTER01
AA252801Z1PW|8.5|11.4|7.11|10.01|20260302|USERVINPUTTER01
AA2528055QMM|4|12.7|1.31|10.01|20260302|USERVINPUTTER01
AA252807306R|2.63|8|3.48|8.85|20260302|USERVINPUTTER01
AA26001FPYHK|10||10||20260302|USERVINPUTTER01
AA252801X7P8|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA252804366F|6.8|11|6.8|11|20260302|USERVINPUTTER01
AA252807CFTW|6|11.5|4.51|10.01|20260302|USERVINPUTTER01
AA252805C8R5|7.39|10.9|7.39|10.9|20260302|USERVINPUTTER01
AA2528073XRS|1.95|4.45|1.95|4.45|20260302|USERVINPUTTER01
AA252802LWT8|2.6|8|3.45|8.85|20260302|USERVINPUTTER01
AA2528077FG2|3.5|8.7|3.65|8.85|20260302|USERVINPUTTER01
AA25280207NB|8.11|10.65|6.31|8.85|20260302|USERVINPUTTER01
AA252809L5H1|0.4|10.9|0.4|10.9|20260302|USERVINPUTTER01
AA2528049NGP|4|12.7|0.15|8.85|20260302|USERVINPUTTER01
AA2528079KYP|3|7|4.85|8.85|20260302|USERVINPUTTER01
AA2528051V4X|7.7|11.5|6.21|10.01|20260302|USERVINPUTTER01
AA252805BKY5|4|11.5|2.51|10.01|20260302|USERVINPUTTER01
AA26001K9SHW|10||10||20260302|USERVINPUTTER01
AA252805DYNH|2.73|8.7|2.88|8.85|20260302|USERVINPUTTER01
AA2528075DTJ|0.38|1.1|3.48|4.2|20260302|USERVINPUTTER01
AA252804C241|6|11.5|4.51|10.01|20260302|USERVINPUTTER01
AA252801VSQ7|5.85|10.9|5.85|10.9|20260302|USERVINPUTTER01
AA252801WG7B|4.85|10.9|4.85|10.9|20260302|USERVINPUTTER01
AA2528077JVR|4.75|11.35|2.25|8.85|20260302|USERVINPUTTER01
AA2528043SNZ|7.9|11|7.9|11|20260302|USERVINPUTTER01
AA252804MZ64|6.45|10.9|6.45|10.9|20260302|USERVINPUTTER01
AA2528056703|8|12.7|5.31|10.01|20260302|USERVINPUTTER01
AA252801V2S4|0.38|1.83|2.75|4.2|20260302|USERVINPUTTER01
AA2528058Z26|11.45|11.7|8.48|8.73|20260302|USERVINPUTTER01
AA252805FQJV|6.98|10.65|5.18|8.85|20260302|USERVINPUTTER01
AA26001K4F4R|10||10||20260302|USERVINPUTTER01
AA26001MWTSX|10||10||20260302|USERVINPUTTER01
AA252807BFWP|8.11|10.11|8.11|10.11|20260302|USERVINPUTTER01
AA252807MD73|3.6|8.3|4.15|8.85|20260302|USERVINPUTTER01
AA25280587NK|5|8.7|6.31|10.01|20260302|USERVINPUTTER01
AA26001GGYT1|12|11|12|11|20260302|USERVINPUTTER01
AA252807D65N|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA252809R1DP|6.23|10.9|6.23|10.9|20260302|USERVINPUTTER01
AA2528076HF6|3|5.75|1.65|4.4|20260302|USERVINPUTTER01
AA252804BKLW|2.5|8.3|3.05|8.85|20260302|USERVINPUTTER01
AA252804R8R9|2.5|4.6|6.75|8.85|20260302|USERVINPUTTER01
AA26001K4FPG|12|11|12|11|20260302|USERVINPUTTER01
AA2528072X6M|1.9|10.9|1.9|10.9|20260302|USERVINPUTTER01
AA2528044DTJ|3.5|4.45|3.5|4.45|20260302|USERVINPUTTER01
AA252804KVSD|2.73|8.3|3.28|8.85|20260302|USERVINPUTTER01
AA26001FNP7W|12|11|12|11|20260302|USERVINPUTTER01
AA2528071MC4|4.95|11.35|2.45|8.85|20260302|USERVINPUTTER01
AA25280500ZK|4.75|11.5|3.26|10.01|20260302|USERVINPUTTER01
AA26001H8PP2|12|11|12|11|20260302|USERVINPUTTER01
AA252800TMM9|10|11.35|7.5|8.85|20260302|USERVINPUTTER01
AA25280GQMCC|7.36|10.9|7.36|10.9|20260302|USERVINPUTTER01
AA25280GTQHG|5.25|6.9|7.2|8.85|20260302|USERVINPUTTER01
AA25276TH2XP|9.75|11|9.75|11|20260302|USERVINPUTTER01
AA25280GV87M|6.83|10.5|5.18|8.85|20260302|USERVINPUTTER01
AA25280GYFWW|6.23|10.9|6.23|10.9|20260302|USERVINPUTTER01
AA25276LMMC9|6.83|11|6.83|11|20260302|USERVINPUTTER01
AA252800RL1Q|2.53|8.3|3.08|8.85|20260302|USERVINPUTTER01
AA252800PPTT|2.7|7.9|3.65|8.85|20260302|USERVINPUTTER01
AA252800MHQ1|4.1|5.4|3.1|4.4|20260302|USERVINPUTTER01
AA25276KLXSH|10.75|11|10.75|11|20260302|USERVINPUTTER01
AA252800VQL3|2.5|6.9|4.45|8.85|20260302|USERVINPUTTER01
AA2528022JLT|7.23|10.11|7.23|10.11|20260302|USERVINPUTTER01
AA252800SNY9|2.5|8.3|3.05|8.85|20260302|USERVINPUTTER01
AA25276FGH34|6.83|11|6.83|11|20260302|USERVINPUTTER01
AA252800NXQH|4.4|12.7|1.71|10.01|20260302|USERVINPUTTER01
AA252800QH98|7.05|11|7.05|11|20260302|USERVINPUTTER01
AA25280GTHS5|8.61|10.11|8.61|10.11|20260302|USERVINPUTTER01
AA25280GZ74D|4.65|10.9|4.65|10.9|20260302|USERVINPUTTER01
AA252800HXKX|3|7.4|4.45|8.85|20260302|USERVINPUTTER01
AA2528025ML1|0.46|2.7|1.96|4.2|20260302|USERVINPUTTER01
AA25280GZJ31|3|12.7|0.31|10.01|20260302|USERVINPUTTER01
AA25280GW9Q4|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA25276B53LM|7.08|11|7.08|11|20260302|USERVINPUTTER01
AA252800XMCF|5.5|6.9|7.45|8.85|20260302|USERVINPUTTER01
AA252800ZHYN|5.2|10.9|5.2|10.9|20260302|USERVINPUTTER01
AA252800S49S|4.5|11.5|3.01|10.01|20260302|USERVINPUTTER01
AA25280H2V0K|5.16|8.7|6.47|10.01|20260302|USERVINPUTTER01
AA25276TGR2S|6.83|11|6.83|11|20260302|USERVINPUTTER01
AA252800QQ18|10.65|10.9|10.65|10.9|20260302|USERVINPUTTER01
AA252800ZMMB|5.62|10.9|5.62|10.9|20260302|USERVINPUTTER01
AA25280GX556|6.26|12.7|2.41|8.85|20260302|USERVINPUTTER01
AA252800V4P1|5.25|7.3|6.8|8.85|20260302|USERVINPUTTER01
AA252808FTL5|10.25|11.35|7.75|8.85|20260302|USERVINPUTTER01
AA25280Q4921|2.45|4.45|2.45|4.45|20260302|USERVINPUTTER01
AA25280P97LS|6|11.5|4.51|10.01|20260302|USERVINPUTTER01
AA25246NZWFC|8.45|8.7|9.76|10.01|20260302|USERVINPUTTER01
AA25280JFL77|2.62|4.4|2.62|4.4|20260302|USERVINPUTTER01
AA25280H3P5C|9|11.35|6.5|8.85|20260302|USERVINPUTTER01
AA25280MFKTV|2.8|4.45|2.8|4.45|20260302|USERVINPUTTER01
AA25280P4LQ6|5.1|5.35|3.95|4.2|20260302|USERVINPUTTER01
AA25280K67GV|9|10.5|7.35|8.85|20260302|USERVINPUTTER01
AA25280NKBV4|8.5|8|9.35|8.85|20260302|USERVINPUTTER01
AA25280Q4258|4.03|8.7|5.34|10.01|20260302|USERVINPUTTER01
AA25280Q6LFD|3|5.4|2|4.4|20260302|USERVINPUTTER01
AA25280Q83CD|3|7.7|4.15|8.85|20260302|USERVINPUTTER01
AA26001SVXFL|12|11|12|11|20260302|USERVINPUTTER01
AA25280JFVDR|3|5.75|1.65|4.4|20260302|USERVINPUTTER01
AA25280NK1BJ|7.39|10.9|7.39|10.9|20260302|USERVINPUTTER01
AA25280Q4MP2|10|8.3|10.55|8.85|20260302|USERVINPUTTER01
AA252808GB8G|6.2|8.7|6.35|8.85|20260302|USERVINPUTTER01
AA252808J5JH|9|7.7|10.15|8.85|20260302|USERVINPUTTER01
AA25280K8YDT|2.5|8.7|2.65|8.85|20260302|USERVINPUTTER01
AA25280MNZ8Z|4.9|10.9|4.9|10.9|20260302|USERVINPUTTER01
AA25280MPNCQ|10.35|11.35|7.85|8.85|20260302|USERVINPUTTER01
AA25280JFN1F|4.05|5.35|2.9|4.2|20260302|USERVINPUTTER01
AA26001R013V|12|11|12|11|20260302|USERVINPUTTER01
AA25280MS21F|7|6.9|8.95|8.85|20260302|USERVINPUTTER01
AA25280NG843|4.75|11.35|2.25|8.85|20260302|USERVINPUTTER01
AA25280PF89Z|2.85|10.9|2.85|10.9|20260302|USERVINPUTTER01
AA25280NBH4H|5|11.35|2.5|8.85|20260302|USERVINPUTTER01
AA25280PBF6G|3.69|5.4|2.69|4.4|20260302|USERVINPUTTER01
AA25246JTL3P|9.86|10.11|9.86|10.11|20260302|USERVINPUTTER01
AA26001YJ041|12|11|12|11|20260302|USERVINPUTTER01
AA25280K1RM7|6.98|10.65|5.18|8.85|20260302|USERVINPUTTER01
AA25280K573G|7.2|10.9|7.2|10.9|20260302|USERVINPUTTER01
AA25280MD3HS|6.83|10.5|5.18|8.85|20260302|USERVINPUTTER01
AA25280P5CJG|5.05|9.9|5.16|10.01|20260302|USERVINPUTTER01
AA25280Q389K|6|11.35|3.5|8.85|20260302|USERVINPUTTER01
AA25280H3XVD|7.54|10.9|7.54|10.9|20260302|USERVINPUTTER01
AA25280PBW5Q|3.35|10.9|3.35|10.9|20260302|USERVINPUTTER01
AA25280JK3K5|2|8.7|3.31|10.01|20260302|USERVINPUTTER01
AA26001WGPXZ|10||10||20260302|USERVINPUTTER01
AA26001TXDN6|12|11|12|11|20260302|USERVINPUTTER01
AA252469P6XG|10.65|10.9|10.65|10.9|20260302|USERVINPUTTER01
AA25280K8W9T|3.8|4.45|3.8|4.45|20260302|USERVINPUTTER01
AA25280N8P2W|3.92|5.25|2.87|4.2|20260302|USERVINPUTTER01
AA25280NL4J4|5|11.5|3.51|10.01|20260302|USERVINPUTTER01
AA25280JHPMJ|5|8.7|6.31|10.01|20260302|USERVINPUTTER01
AA26001WKD6V|12|11|12|11|20260302|USERVINPUTTER01
AA25280K9JX8|5.19|8.7|6.5|10.01|20260302|USERVINPUTTER01
AA25280Q35Z3|3|6.9|4.95|8.85|20260302|USERVINPUTTER01
AA25280PBXBC|10.25|11.35|7.75|8.85|20260302|USERVINPUTTER01
AA25280Q8S4R|7.3|11.35|4.8|8.85|20260302|USERVINPUTTER01
AA252808KPTM|4.85|5.35|3.7|4.2|20260302|USERVINPUTTER01
AA25280N9NQB|6|10.5|4.35|8.85|20260302|USERVINPUTTER01
AA25280P5W32|2.5|8|3.35|8.85|20260302|USERVINPUTTER01
